country,country_code,iso2,source,Date,Song,Artist,songID,youtube_songID,youtube_videoID,youtube_video_type,youtube_search_match_score,youtube_title,youtube_duration
South Korea,KOR,KR,Melon Chart,1973,봄이 오면 (Hello-A),장미화,봄이 오면 (hello-a)₩장미화,봄이오면 (Hello-A)₩장미화,gva0StXuO-A,youtube music,0.91,봄이오면 (Hello-A),
South Korea,KOR,KR,Melon Chart,1994,너만을 느끼는 나,황승호제,너만을 느끼는 나₩황승호제,너만을 느끼는 나₩황승호제,Ppxu7HcjCWs,youtube music,1.0,너만을 느끼는 나,
South Korea,KOR,KR,Melon Chart,1996,배반,윤상,배반₩윤상,배반₩윤상,MYG8MqeMUio,youtube music,1.0,배반,
South Korea,KOR,KR,Melon Chart,1985,희나리,구창모,희나리₩구창모,Heenari₩Koo Chang-Mo,vpBc3rds-Z8,youtube music,0.0,Heenari,246.0
South Korea,KOR,KR,Melon Chart,1987,애수,최성수,애수₩최성수,애수₩최성수,O4EKruLgzF0,youtube music,1.0,애수,
South Korea,KOR,KR,Melon Chart,1997,오늘도 난,이승철,오늘도 난₩이승철,오늘도 난₩이승철,WWRG341fBQQ,youtube music,1.0,오늘도 난,
South Korea,KOR,KR,Melon Chart,1966,화진포에서 맺은 사랑,이시스터즈,화진포에서 맺은 사랑₩이시스터즈,화진포에서 맺은 사랑₩이 시스터즈,O6jW7-qcBiU,youtube music,0.91,화진포에서 맺은 사랑,
South Korea,KOR,KR,Melon Chart,1974,모정의 세월,한세일,모정의 세월₩한세일,모정의 세월₩한세일,h6zWc7qOohc,youtube music,1.0,모정의 세월,
South Korea,KOR,KR,Melon Chart,1985,젊은 그대,김수철,젊은 그대₩김수철,젊은 그대₩김수철,uH0Ie7p1gNc,youtube music,1.0,젊은 그대,
South Korea,KOR,KR,Melon Chart,1967,사랑아 내 사랑아,태원,사랑아 내 사랑아₩태원,사랑아 내사랑아₩태원,OJ6u-xVDIlY,youtube music,0.86,사랑아 내사랑아,
South Korea,KOR,KR,Melon Chart,1985,그댄 봄비를 무척 좋아하나요,배따라기,그댄 봄비를 무척 좋아하나요₩배따라기,그댄 봄비를 무척 좋아하나요₩배따라기,Nq0UFCfDpRI,youtube music,1.0,그댄 봄비를 무척 좋아하나요,
South Korea,KOR,KR,Melon Chart,2002,More Than Words,오션 (5tion),more than words₩오션 (5tion),More Than Words₩5TION,aazm_og-Vgk,youtube music,0.84,More Than Words,
South Korea,KOR,KR,Melon Chart,2000,바꿔,이정현,바꿔₩이정현,바꿔₩이정현,umyLNazuv-E,youtube music,1.0,바꿔,
South Korea,KOR,KR,Melon Chart,1994,비창,이상우,비창₩이상우,비창₩이상우,GtUbcxtixNI,youtube music,1.0,비창,
South Korea,KOR,KR,Melon Chart,2000,중독된 사랑,조장혁,중독된 사랑₩조장혁,중독된 사랑₩조장혁,fa4AH91B3a0,youtube video,1.0,중독된 사랑,
South Korea,KOR,KR,Melon Chart,1991,내 마음 깊은 곳의 너,신해철,내 마음 깊은 곳의 너₩신해철,내 마음 깊은 곳의 너₩신해철,0ns_8rgMNjw,youtube music,1.0,내 마음 깊은 곳의 너,
South Korea,KOR,KR,Melon Chart,1989,코뿔소,한영애,코뿔소₩한영애,코뿔소₩한영애,MLCkuC6zGZo,youtube music,1.0,코뿔소,
South Korea,KOR,KR,Melon Chart,1993,연인 (Original Ver.),정석원,연인 (original ver.)₩정석원,연인 (Original Ver.)₩정석원,2k9W7las85M,youtube music,1.0,연인 (Original Ver.),
South Korea,KOR,KR,Melon Chart,1967,하와이 연정,패티김,하와이 연정₩패티김,하와이 연정₩패티김,4NiTF9UNDrc,youtube music,1.0,하와이 연정,
South Korea,KOR,KR,Melon Chart,1981,아름다운 강산,신중현과 뮤직파워,아름다운 강산₩신중현과 뮤직파워,신중현과 뮤직파워ㆍ아름다운 강산₩해익Tv,XrzeTqnNZeo,youtube video,0.81,신중현과 뮤직파워ㆍ아름다운 강산,
South Korea,KOR,KR,Melon Chart,1993,사랑하지 않을 거야,나현희,사랑하지 않을 거야₩나현희,나현희 - '사랑하지 않을거야' | Na Hyun hee - 'I'll Never Fall In Love' 【KBS 가요톱10】₩Again 가요톱10 : KBS KPOP Classic,7-nkRRRaiaM,youtube video,0.16,나현희 - '사랑하지 않을거야' | Na Hyun hee - 'I'll Never Fall In Love' 【KBS 가요톱10】,242.0
South Korea,KOR,KR,Melon Chart,2006,소리쳐,이승철,소리쳐₩이승철,소리쳐₩이승철,TDJv2zhFIws,youtube music,1.0,소리쳐,
South Korea,KOR,KR,Melon Chart,2007,얼마나 (Feat. 버블 시스터즈),비욘드,얼마나 (feat. 버블 시스터즈)₩비욘드,얼마나 (feat. 버블 시스터즈)₩Beyond,HCrNfH5Da8I,youtube music,0.81,얼마나 (feat. 버블 시스터즈),
South Korea,KOR,KR,Melon Chart,2009,살만해,브랜뉴데이,살만해₩브랜뉴데이,외출₩Brand New Day,JKZ-bREyvp8,youtube music,0.0,외출,198.0
South Korea,KOR,KR,Melon Chart,2008,Rainism (Clean Ver.),비,rainism (clean ver.)₩비,Rainism₩RAIN,GzblpzlSC-o,youtube music,0.44,Rainism,217.0
South Korea,KOR,KR,Melon Chart,2007,Fan,에픽 하이 (Epik High),fan₩에픽 하이 (epik high),FAN₩에픽하이(EPIK HIGH),eINjPkO7w4M,youtube video,0.84,FAN,
South Korea,KOR,KR,Melon Chart,1997,괜찮아,녹색지대,괜찮아₩녹색지대,괜찮아₩녹색지대,dKsL8of0aNU,youtube music,1.0,괜찮아,
South Korea,KOR,KR,Melon Chart,1996,귀천도애 (歸天道哀),김민종,귀천도애 (歸天道哀)₩김민종,Cafe of That Winter₩Kim Minjong,5lu5lh-B9R4,youtube music,0.0,Cafe of That Winter,301.0
South Korea,KOR,KR,Melon Chart,2004,걸음이 느린 아이,고유진 (플라워),걸음이 느린 아이₩고유진 (플라워),걸음이 느린 아이₩고유진,T1GFg8u6zxo,youtube music,0.8,걸음이 느린 아이,
South Korea,KOR,KR,Melon Chart,2005,여자,빅마마,여자₩빅마마,여자₩Big Mama,XmOLxtLrQ0E,youtube music,0.27,여자,278.0
South Korea,KOR,KR,Melon Chart,1991,재즈 카페,신해철,재즈 카페₩신해철,재즈 카페₩신해철,TSEYR8xzoMg,youtube music,1.0,재즈 카페,
South Korea,KOR,KR,Melon Chart,2008,My Style (Hidden Track),브라운아이드걸스,my style (hidden track)₩브라운아이드걸스,My Style (Hidden Track)₩브라운아이드걸스,sOy4i3h9Sr4,youtube music,1.0,My Style (Hidden Track),
South Korea,KOR,KR,Melon Chart,1995,끝난 건가요,김현철,끝난 건가요₩김현철,끝난 건가요₩김현철,zvl5rrNr4Z4,youtube music,1.0,끝난 건가요,
South Korea,KOR,KR,Melon Chart,1994,자유시대,모자이크,자유시대₩모자이크,자유시대 - 모자이크₩Biny,3A5VyLpCCSc,youtube video,0.7,자유시대 - 모자이크,216.0
South Korea,KOR,KR,Melon Chart,1982,꽃바람,조용필,꽃바람₩조용필,꽃바람₩조용필,Nok6iqe2tx4,youtube music,1.0,꽃바람,
South Korea,KOR,KR,Melon Chart,1993,가을편지,김민기,가을편지₩김민기,가을편지₩김민기,UV9tXpKJ5PQ,youtube music,1.0,가을편지,
South Korea,KOR,KR,Melon Chart,1982,야화,사랑의 하모니,야화₩사랑의 하모니,야화₩사랑의 하모니,FZxqw5lekqo,youtube music,1.0,야화,
South Korea,KOR,KR,Melon Chart,1970,사랑하는 당신이,패티김,사랑하는 당신이₩패티김,사랑하는 당신이₩패티김,v4N3L78ZpMA,youtube music,1.0,사랑하는 당신이,
South Korea,KOR,KR,Melon Chart,1965,아빠의 청춘,박일남,아빠의 청춘₩박일남,아빠의 청춘₩최연우,r1w7WHzMU0M,youtube music,0.67,아빠의 청춘,139.0
South Korea,KOR,KR,Melon Chart,1980,창문너머 어렴풋이 옛 생각이 나겠지요,산울림,창문너머 어렴풋이 옛 생각이 나겠지요₩산울림,창문너머 어렴풋이 옛 생각이 나겠지요₩산울림,DUeb8rJvdbw,youtube music,1.0,창문너머 어렴풋이 옛 생각이 나겠지요,
South Korea,KOR,KR,Melon Chart,2006,그녀가 울고있네요,가비엔제이,그녀가 울고있네요₩가비엔제이,그녀가 울고있네요₩가비 엔제이,qW1JkwjbsJw,youtube music,0.9,그녀가 울고있네요,
South Korea,KOR,KR,Melon Chart,2009,사랑한 후에,박효신,사랑한 후에₩박효신,사랑한 후에₩박효신,7c3wuDMuCkk,youtube music,1.0,사랑한 후에,
South Korea,KOR,KR,Melon Chart,1994,추억#1,조규찬,추억#1₩조규찬,추억#1₩조규찬,AHa2RrAWU-o,youtube music,1.0,추억#1,
South Korea,KOR,KR,Melon Chart,1997,Doc와 춤을,Dj Doc,doc와 춤을₩dj doc,DOC와 춤을₩DJ DOC,tV4PQOGJo3U,youtube music,1.0,DOC와 춤을,
South Korea,KOR,KR,Melon Chart,1980,동반자,지다연,동반자₩지다연,동반자₩지다연,gYMuEOuKziI,youtube music,1.0,동반자,
South Korea,KOR,KR,Melon Chart,1991,그리워 그리워 그리워 그리워,그림물감,그리워 그리워 그리워 그리워₩그림물감,그리워 그리워 그리워 그리워₩그림물감,o6G4C2Qzhgk,youtube music,1.0,그리워 그리워 그리워 그리워,
South Korea,KOR,KR,Melon Chart,1986,그순간,김범룡,그순간₩김범룡,그순간₩김범룡,SRHvSgGfTLc,youtube music,1.0,그순간,
South Korea,KOR,KR,Melon Chart,1976,그 소녀,권태수,그 소녀₩권태수,그 소녀₩권태수,d44cqIlzyj4,youtube music,1.0,그 소녀,
South Korea,KOR,KR,Melon Chart,1989,기쁜우리 사랑은,최성수,기쁜우리 사랑은₩최성수,기쁜 우리 사랑은₩최성수,hdwCdVesqlU,youtube music,0.87,기쁜 우리 사랑은,
South Korea,KOR,KR,Melon Chart,1977,어디쯤 가고 있을까,전영,어디쯤 가고 있을까₩전영,어디쯤 가고 있을까₩윤주,REuBViCceew,youtube music,0.83,어디쯤 가고 있을까,
South Korea,KOR,KR,Melon Chart,1980,영원한 친구,나미,영원한 친구₩나미,영원한 친구₩나미,JQGo5dNcCo8,youtube music,1.0,영원한 친구,
South Korea,KOR,KR,Melon Chart,2000,Blue Sky,박기영,blue sky₩박기영,Blue Sky₩박기영,5PlxUlroc_M,youtube music,1.0,Blue Sky,
South Korea,KOR,KR,Melon Chart,1982,내게 사랑은 너무 써,산울림,내게 사랑은 너무 써₩산울림,내게 사랑은 너무 써 - 산울림₩강석진,gLUSjm1Mn5g,youtube video,0.82,내게 사랑은 너무 써 - 산울림,
South Korea,KOR,KR,Melon Chart,1987,난 어지러워요,임병수,난 어지러워요₩임병수,난 어지러워요₩임병수,BO6Bi8AvE_w,youtube music,1.0,난 어지러워요,
South Korea,KOR,KR,Melon Chart,2006,날 위한 이별,린,날 위한 이별₩린,날 위한 이별₩린,7LU_zxGwXkk,youtube music,1.0,날 위한 이별,
South Korea,KOR,KR,Melon Chart,2009,Heartbreaker,G-Dragon,heartbreaker₩g-dragon,Heartbreaker₩G-DRAGON,658-q_FigSY,youtube music,1.0,Heartbreaker,
South Korea,KOR,KR,Melon Chart,1999,예감,젝스키스,예감₩젝스키스,예감₩젝스키스,EaJYebDQMcI,youtube music,1.0,예감,
South Korea,KOR,KR,Melon Chart,1978,너무합니다,김수희,너무합니다₩김수희,너무합니다₩김수희,so7rCKlLIqY,youtube music,1.0,너무합니다,
South Korea,KOR,KR,Melon Chart,2001,니가 필요해,God,니가 필요해₩god,니가 필요해 (니가 필요해)₩god,NikkmK3gEqI,youtube music,0.67,니가 필요해 (니가 필요해),204.0
South Korea,KOR,KR,Melon Chart,1971,잘했군 잘했어,하춘화,잘했군 잘했어₩하춘화,잘했군 잘했어₩하춘화,wnJ09dOvDEM,youtube music,1.0,잘했군 잘했어,
South Korea,KOR,KR,Melon Chart,1973,그럴수가 있나요,김추자,그럴수가 있나요₩김추자,그럴수가 있나요₩김추자,GY8kQ6DTCb4,youtube music,1.0,그럴수가 있나요,
South Korea,KOR,KR,Melon Chart,1976,빗속을 둘이서,투에이스,빗속을 둘이서₩투에이스,빗속을 둘이서₩박훈,bncr7ISnbRs,youtube music,0.7,빗속을 둘이서,173.0
South Korea,KOR,KR,Melon Chart,1999,Happy Birthday To You,권진원,happy birthday to you₩권진원,Happy Birthday To You₩권진원,oBAgPsjpqeE,youtube music,1.0,Happy Birthday To You,
South Korea,KOR,KR,Melon Chart,2000,어제처럼,제이,어제처럼₩제이,어제처럼₩제이(J),oLzBSf6YHto,youtube music,0.8,어제처럼,
South Korea,KOR,KR,Melon Chart,1975,하얀 나비 (Narr. 이윤선),김정호,하얀 나비 (narr. 이윤선)₩김정호,White Butterfly₩Kim Jungho,stbwFeDU-0Y,youtube music,0.0,White Butterfly,224.0
South Korea,KOR,KR,Melon Chart,2001,해변 Mood Song,윤종신,해변 mood song₩윤종신,해변 Mood song₩윤종신,MunJFefwswE,youtube music,1.0,해변 Mood song,
South Korea,KOR,KR,Melon Chart,1991,내곁에서 떠나가지 말아요,빛과 소금,내곁에서 떠나가지 말아요₩빛과 소금,내곁에서 떠나가지 말아요₩빛과 소금,TsmmSvnfRrc,youtube music,1.0,내곁에서 떠나가지 말아요,
South Korea,KOR,KR,Melon Chart,2002,사랑해도 될까요?,유리상자,사랑해도 될까요?₩유리상자,사랑해도 될까요?₩유리상자,d4Qd-qzhTxA,youtube music,1.0,사랑해도 될까요?,
South Korea,KOR,KR,Melon Chart,2008,추억속의 그대,이승기,추억속의 그대₩이승기,추억속의 그대₩이정식,7wTuFOUxtZU,youtube music,0.8,추억속의 그대,
South Korea,KOR,KR,Melon Chart,2003,Stay,이현우,stay₩이현우,Stay (Nu-Skool Edit)₩Lee Hyun Woo,1jYcrjH6LR0,youtube music,0.21,Stay (Nu-Skool Edit),277.0
South Korea,KOR,KR,Melon Chart,1990,언제나 타인,김수철,언제나 타인₩김수철,언제나 타인₩김수철,cUEFuuOQGG0,youtube music,1.0,언제나 타인,
South Korea,KOR,KR,Melon Chart,1978,빨간풍선,산울림,빨간풍선₩산울림,산울림 - 빨간 풍선 (1978)₩풍금소리,FC5KeWKhz4k,youtube video,0.34,산울림 - 빨간 풍선 (1978),155.0
South Korea,KOR,KR,Melon Chart,2002,Sweet Dream,장나라,sweet dream₩장나라,Sweet Dream₩장나라,fKmU0rmgATE,youtube music,1.0,Sweet Dream,
South Korea,KOR,KR,Melon Chart,1984,당신은 안개였나요,이미배,당신은 안개였나요₩이미배,당신은 안개였나요₩이미배,fTIlZQzIK_g,youtube music,1.0,당신은 안개였나요,
South Korea,KOR,KR,Melon Chart,2006,하기 힘든 말,이승기,하기 힘든 말₩이승기,하기 힘든 말₩이승기,LDJc-R0UDEs,youtube music,1.0,하기 힘든 말,
South Korea,KOR,KR,Melon Chart,1998,사람이 꽃보다 아름다워,안치환,사람이 꽃보다 아름다워₩안치환,사람이 꽃보다 아름다워₩안치환,6JKo5VVgS-0,youtube music,1.0,사람이 꽃보다 아름다워,
South Korea,KOR,KR,Melon Chart,1992,잠 못 드는 밤 비는 내리고,김건모,잠 못 드는 밤 비는 내리고₩김건모,잠 못 드는 밤 비는 내리고 - 김건모₩ᅳ임이성,aVYFR7ONxlM,youtube video,0.84,잠 못 드는 밤 비는 내리고 - 김건모,
South Korea,KOR,KR,Melon Chart,2009,사랑비,김태우,사랑비₩김태우,사랑비₩김태우,LF2zAz2_ICA,youtube music,1.0,사랑비,
South Korea,KOR,KR,Melon Chart,1989,아름다워라 그대,김종찬,아름다워라 그대₩김종찬,아름다워라 그대 - 김종찬  #가요커버₩상큼희야,x8TQ1Mq_ft4,youtube video,0.61,아름다워라 그대 - 김종찬  #가요커버,274.0
South Korea,KOR,KR,Melon Chart,1999,여전히 아름다운지,김연우,여전히 아름다운지₩김연우,여전히 아름다운지₩토이,nuAiFzEkFZM,youtube music,0.78,여전히 아름다운지,
South Korea,KOR,KR,Melon Chart,2003,와줘..,세븐,와줘..₩세븐,[K-POP] Seven - 와줘₩nunobono,YVijIXtwKF8,youtube video,0.062,[K-POP] Seven - 와줘,266.0
South Korea,KOR,KR,Melon Chart,1998,Happy Together,서영은,happy together₩서영은,Happy Together₩터틀스,pSw8an1u3rc,youtube music,0.82,Happy Together,
South Korea,KOR,KR,Melon Chart,1986,울면서 후회하네,주현미,울면서 후회하네₩주현미,울면서 후회하네₩주현미,O_elPfhBW8M,youtube music,1.0,울면서 후회하네,
South Korea,KOR,KR,Melon Chart,2004,Ring My Bell (Feat. 나얼 Of Brown Eyed Soul),다이나믹 듀오,ring my bell (feat. 나얼 of brown eyed soul)₩다이나믹 듀오,다이나믹듀오   ring my bell₩sks8410,zncYUXa9Cto,youtube video,0.44,다이나믹듀오   ring my bell,228.0
South Korea,KOR,KR,Melon Chart,2000,고백,박혜경,고백₩박혜경,고백₩박혜경,LnwHKkmLfpQ,youtube music,1.0,고백,
South Korea,KOR,KR,Melon Chart,1989,"나, 너 그리고 우리",김용학,"나, 너 그리고 우리₩김용학","나, 너 그리고 우리₩김휘철",WiCVYJmyhAo,youtube music,0.86,"나, 너 그리고 우리",
South Korea,KOR,KR,Melon Chart,2005,2 A.m (2:00am),전혜빈,2 a.m (2:00am)₩전혜빈,2 Am (2:00 Am)₩전혜빈,PQtdruH03CY,youtube music,0.82,2 Am (2:00 Am),
South Korea,KOR,KR,Melon Chart,1992,환상속의 그대,서태지와 아이들,환상속의 그대₩서태지와 아이들,"서태지와 아이들(Seotaiji and Boys) - 환상속의 그대(You, In the Fantasy) M/V₩Seo Taiji",KGcwGoXfUDk,youtube video,0.3,"서태지와 아이들(Seotaiji and Boys) - 환상속의 그대(You, In the Fantasy) M/V",225.0
South Korea,KOR,KR,Melon Chart,1977,소녀와 가로등,진미령,소녀와 가로등₩진미령,소녀와 가로등₩진미령,s8HCPQHBgzA,youtube music,1.0,소녀와 가로등,
South Korea,KOR,KR,Melon Chart,1975,찬비,하수영,찬비₩하수영,찬비₩하수영,lp8XmqMeEMc,youtube music,1.0,찬비,
South Korea,KOR,KR,Melon Chart,2009,행복병 (Feat. Shorry J (Mm)),김종국,행복병 (feat. shorry j (mm))₩김종국,행복병 (feat. Shorry J)₩김종국,TFd38u0QihI,youtube music,0.86,행복병 (feat. Shorry J),
South Korea,KOR,KR,Melon Chart,1972,고향이 좋아,김상진,고향이 좋아₩김상진,고향이 좋아₩김상진,MW0lEEb7A2I,youtube music,1.0,고향이 좋아,
South Korea,KOR,KR,Melon Chart,1985,사랑했어요,김현식,사랑했어요₩김현식,사랑했어요₩김현식,F0RLq3k6kos,youtube music,1.0,사랑했어요,
South Korea,KOR,KR,Melon Chart,1987,카페와 여인,김범룡,카페와 여인₩김범룡,카페와 여인₩김범룡,Phmouy0z_NQ,youtube music,1.0,카페와 여인,
South Korea,KOR,KR,Melon Chart,2008,가지마 가지마,브라운 아이즈,가지마 가지마₩브라운 아이즈,가지마 가지마₩브라운 아이즈 (Brown Eyes),aq4_0vH2728,youtube music,0.68,가지마 가지마,286.0
South Korea,KOR,KR,Melon Chart,1992,사랑은 차가운 유혹,양수경,사랑은 차가운 유혹₩양수경,사랑은 차가운 유혹₩양수경,GiHeHr-MacA,youtube music,1.0,사랑은 차가운 유혹,
South Korea,KOR,KR,Melon Chart,1981,주저하지 말아요,방미,주저하지 말아요₩방미,주저하지 말아요₩방미,SBGKwUG2mus,youtube music,1.0,주저하지 말아요,
South Korea,KOR,KR,Melon Chart,2001,미안해요,김건모,미안해요₩김건모,미안해요₩김건모,rC_vLGpo3Sw,youtube music,1.0,미안해요,
South Korea,KOR,KR,Melon Chart,1987,외로워 외로워,구창모,외로워 외로워₩구창모,"구창모 - '외로워 외로워' [쇼특급, 1987] | Koo Chang-mo₩Again 가요톱10 : KBS KPOP Classic",D-gnSv6CjLg,youtube video,0.2,"구창모 - '외로워 외로워' [쇼특급, 1987] | Koo Chang-mo",231.0
South Korea,KOR,KR,Melon Chart,1996,조조 할인 (Feat. 이적),이문세,조조 할인 (feat. 이적)₩이문세,Early Morning Discount(With Lee Juk)₩Lee Moon Sae,wf1OipQMdvk,youtube music,0.06,Early Morning Discount(With Lee Juk),239.0
South Korea,KOR,KR,Melon Chart,1988,소설속의 연인,도시아이들,소설속의 연인₩도시아이들,소설속의 연인₩도시아이들 일승,YdFIt9010CY,youtube music,0.89,소설속의 연인,
South Korea,KOR,KR,Melon Chart,2002,가슴앓이,지영선,가슴앓이₩지영선,가슴앓이₩지영선,T7XFffH78z8,youtube music,1.0,가슴앓이,
South Korea,KOR,KR,Melon Chart,1970,당신은 철새,김부자,당신은 철새₩김부자,당신은 철새₩김부자,K1JSYhf3GO4,youtube music,1.0,당신은 철새,
South Korea,KOR,KR,Melon Chart,1967,흑산도 아가씨,이미자,흑산도 아가씨₩이미자,흑산도 아가씨₩이미자,wdJrKXCvUhY,youtube music,1.0,흑산도 아가씨,
South Korea,KOR,KR,Melon Chart,2001,잘가요 내사랑,조성모,잘가요 내사랑₩조성모,잘가요 내사랑₩조성모,l7CTprM55cI,youtube video,1.0,잘가요 내사랑,
South Korea,KOR,KR,Melon Chart,1989,사람들은 모두 변하나 봐 (가을),봄여름가을겨울,사람들은 모두 변하나 봐 (가을)₩봄여름가을겨울,People All Change (Concert for The One)₩SSaW,LS5n2DhYWwU,youtube video,0.059,People All Change (Concert for The One),340.0
South Korea,KOR,KR,Melon Chart,1989,어떤이의 꿈,봄여름가을겨울,어떤이의 꿈₩봄여름가을겨울,어떤 이의 꿈 -- 봄.여름.가을.겨울₩southkoreanfolksongs,oAggLD932IU,youtube video,0.33,어떤 이의 꿈 -- 봄.여름.가을.겨울,195.0
South Korea,KOR,KR,Melon Chart,1999,Shut Up!,유승준,shut up!₩유승준,Shut Up₩유승준,yHhPPYIDna4,youtube music,0.86,Shut Up,
South Korea,KOR,KR,Melon Chart,1995,내가 만일,안치환,내가 만일₩안치환,내가 만일₩안치환,6eLT4_bbgdY,youtube music,1.0,내가 만일,
South Korea,KOR,KR,Melon Chart,2006,마주치지 말자,장혜진,마주치지 말자₩장혜진,마주치지 말자₩장혜진,rsjGsRHX5nM,youtube music,1.0,마주치지 말자,
South Korea,KOR,KR,Melon Chart,1990,사랑할꺼야,이상은,사랑할꺼야₩이상은,이상은 - 사랑할꺼야₩전지훈,4kR3FBhPMd4,youtube video,0.64,이상은 - 사랑할꺼야,227.0
South Korea,KOR,KR,Melon Chart,1988,서울 서울 서울,조용필,서울 서울 서울₩조용필,서울 서울 서울₩조용필,FzCNvNqg67U,youtube music,1.0,서울 서울 서울,
South Korea,KOR,KR,Melon Chart,1968,아카시아 이별,이영숙,아카시아 이별₩이영숙,아카시아의 이별₩이영숙,mXxs83vIiTI,youtube music,0.86,아카시아의 이별,
South Korea,KOR,KR,Melon Chart,1990,나만의 그대,이상우,나만의 그대₩이상우,나만의 그대₩이상우,X79ORXCJkMI,youtube music,1.0,나만의 그대,
South Korea,KOR,KR,Melon Chart,1989,슬픈안녕,푸른하늘,슬픈안녕₩푸른하늘,슬픔은 안녕₩푸른하늘,zSoV8B0J5G8,youtube music,0.67,슬픔은 안녕,315.0
South Korea,KOR,KR,Melon Chart,2000,흔들린 우정,홍경민,흔들린 우정₩홍경민,Shaky Friendship₩No Band & Hong Kyung Min,q30LJrk7oZQ,youtube music,0.0,Shaky Friendship,303.0
South Korea,KOR,KR,Melon Chart,1988,사랑이 지는 이자리,이선희,사랑이 지는 이자리₩이선희,사랑이 지는 이자리₩이선희,pUyZqvme2T0,youtube music,1.0,사랑이 지는 이자리,
South Korea,KOR,KR,Melon Chart,2000,주문을 걸어,박혜경,주문을 걸어₩박혜경,주문을 걸어₩박혜경,jw0E5W5BTKs,youtube music,1.0,주문을 걸어,
South Korea,KOR,KR,Melon Chart,1991,이별 아닌 이별,이범학,이별 아닌 이별₩이범학,이별 아닌 이별₩이범학,WZk_tei99D0,youtube music,1.0,이별 아닌 이별,
South Korea,KOR,KR,Melon Chart,2005,광 (狂),Sg 워너비,광 (狂)₩sg 워너비,광 (狂)₩SG 워너비 SG WANNABE,VO88htcm09E,youtube music,0.67,광 (狂),237.0
South Korea,KOR,KR,Melon Chart,1967,육군 김일병,봉봉사중창단,육군 김일병₩봉봉사중창단,육군 김일병₩봉봉,y--kJy7ZeJw,youtube music,0.8,육군 김일병,
South Korea,KOR,KR,Melon Chart,1974,잊게 해주오,템페스트,잊게 해주오₩템페스트,잊게 해주오₩템페스트,w99s5AbLB_A,youtube music,1.0,잊게 해주오,
South Korea,KOR,KR,Melon Chart,2002,안 되나요.. (부제: 화양연화),휘성 (Realslow),안 되나요.. (부제: 화양연화)₩휘성 (realslow),안되나요₩Wheesung,fp_iwAFsB_I,youtube music,0.093,안되나요,271.0
South Korea,KOR,KR,Melon Chart,1993,더 늦기전에 (Themesong),Various Artists,더 늦기전에 (themesong)₩various artists,더 늦기전에 (Themesong)₩Various Artists,yNQVuvYzVgc,youtube music,1.0,더 늦기전에 (Themesong),
South Korea,KOR,KR,Melon Chart,1967,유달산아 말해다오,이미자,유달산아 말해다오₩이미자,유달산아 말해다오₩이미자,BXtlNQcQu8A,youtube music,1.0,유달산아 말해다오,
South Korea,KOR,KR,Melon Chart,2004,Honeymoon,유엔,honeymoon₩유엔,"UN - Honeymoon, 유엔 - 허니문, Music Camp 20040710₩MBCkpop",i08SKyo4IR8,youtube video,0.35,"UN - Honeymoon, 유엔 - 허니문, Music Camp 20040710",219.0
South Korea,KOR,KR,Melon Chart,1986,사랑은 이제 그만,민해경,사랑은 이제 그만₩민해경,사랑은 이제 그만₩민해경,xqNJAtersSk,youtube music,1.0,사랑은 이제 그만,
South Korea,KOR,KR,Melon Chart,1999,Kiss Me,박진영,kiss me₩박진영,Kiss Me₩박진영,OrV_WQ8BA28,youtube music,1.0,Kiss Me,
South Korea,KOR,KR,Melon Chart,2008,어쩌다,브라운아이드걸스,어쩌다₩브라운아이드걸스,어쩌다₩브라운아이드걸스,J0_2pczlpE8,youtube music,1.0,어쩌다,
South Korea,KOR,KR,Melon Chart,1998,배려,김동률,배려₩김동률,배려₩김동률,1HCX0wS6uRo,youtube music,1.0,배려,
South Korea,KOR,KR,Melon Chart,1979,여름,징검다리,여름₩징검다리,여름₩징검다리,nF4ZRC2B5ow,youtube music,1.0,여름,
South Korea,KOR,KR,Melon Chart,2009,부른다,서인국,부른다₩서인국,부른다 메달₩서인국,uzf9spMoqOc,youtube music,0.8,부른다 메달,
South Korea,KOR,KR,Melon Chart,1979,행복이란,조경수,행복이란₩조경수,행복이란₩조경수,gYILeeDL2Ak,youtube music,1.0,행복이란,
South Korea,KOR,KR,Melon Chart,1999,사랑하게 되면,안치환,사랑하게 되면₩안치환,사랑하게 되면₩안치환,C9AEr3z3mds,youtube music,1.0,사랑하게 되면,
South Korea,KOR,KR,Melon Chart,2003,좋은날,유리상자,좋은날₩유리상자,좋은날₩유리상자,W2dZ1TlYOU8,youtube music,1.0,좋은날,
South Korea,KOR,KR,Melon Chart,2003,난 너에게 (To You),샤크라,난 너에게 (to you)₩샤크라,"Chakra - To you, 샤크라 - 난 너에게, Music Camp 20031004₩MBCkpop",cetTLxgAIww,youtube video,0.33,"Chakra - To you, 샤크라 - 난 너에게, Music Camp 20031004",195.0
South Korea,KOR,KR,Melon Chart,1972,달맞이 꽃,이용복,달맞이 꽃₩이용복,달맞이 꽃₩이용복,IAOAvlBJidw,youtube music,1.0,달맞이 꽃,
South Korea,KOR,KR,Melon Chart,1991,어떤 이별,변진섭,어떤 이별₩변진섭,어떤 이별 변진섭₩cool oh,meiBA-aYoHk,youtube video,0.67,어떤 이별 변진섭,264.0
