Date,Song,Artist,query_idx,official,topic,channel_artist_same,keywords,video_title,video_channel,video_url
10/3/1964,"The Anaheim, Azusa & Cucamonga Sewing Circle, Book Review And Timing Associ",Jan & Dean,0,False,True,True,True,"the anaheim, azusa and cucamonga sewing circle, book review and timing association",jan & dean - topic,https://www.youtube.com/watch?v=5TAnOCAd_2I
9/26/1964,Smack Dab In The Middle,Ray Charles and his Orchestra,2,False,False,True,True,smack dab in the middle,ray charles,https://www.youtube.com/watch?v=Gebi3MeF5tk
10/10/1964,If You Want This Love,Sonny Knight,2,False,True,True,True,if you want this love,sonny knight - topic,https://www.youtube.com/watch?v=QiqAHe_7Xj4
10/10/1964,Ain't That Loving You Baby,Elvis Presley,1,False,False,True,True,ain't that loving you baby,elvis presley,https://www.youtube.com/watch?v=GhG4F0cEpTk
10/10/1964,Yes I Do,Solomon Burke,0,False,True,True,True,yes i do,solomon burke - topic,https://www.youtube.com/watch?v=zmadsjZ8MTo
10/3/1964,Baby Baby All The Time,The Superbs,2,False,True,True,True,baby baby all the time (with intro),the superbs - topic,https://www.youtube.com/watch?v=51YG4NQ6uP4
10/3/1964,The Things In This House,Bobby Darin,0,False,False,True,True,things in this house,bobby darin,https://www.youtube.com/watch?v=KNed-No85eU
10/10/1964,Shaggy Dog,Mickey Lee Lane,2,False,True,True,True,shaggy dog,mickey lee lane - topic,https://www.youtube.com/watch?v=e5iL-rS6rPg
10/3/1964,Baby Love,The Supremes,2,False,False,True,True,baby love,the supremes,https://www.youtube.com/watch?v=Yd43nWkgUzg
10/10/1964,Just A Moment Ago,Soul Sisters,1,False,True,True,True,just a moment ago,the soul sisters - topic,https://www.youtube.com/watch?v=678673-lth8
10/3/1964,I Can't Believe What You Say (For Seeing What You Do),Ike & Tina Turner,3,False,True,True,True,i cant believe what you are saying,ike & tina turner - topic,https://www.youtube.com/watch?v=Iv2y3iavzqs
10/10/1964,Up Above My Head (I Hear Music In The Air),Al (He's the King) Hirt,0,False,True,False,True,up above my head (i hear music in the air),al hirt - topic,https://www.youtube.com/watch?v=J_MV6bpodTU
